route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color                                                                                                                                                                                                                                              
1060010400VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
1040010610VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
1040010600VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
1060010500VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
1050010600VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
1700082100VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
8210017000VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7940017000VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7840017000VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7110017000VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
3520018000VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
3760637311VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
3731137606VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
1800043019VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
4301918000VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
1800051003VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
5100318000VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
1000010600VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
1060010000VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
1000015100VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
1510010000VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
1000014100VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
1120810000VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
