"CÓDIGO";"DESCRIPCION";"LATITUD";"LONGITUD";"DIRECCIÓN";"C.P.";"POBLACION";"PROVINCIA";"PAIS"
78100;"ZUERA";"41.8772888";"-0.7641418";"PLAZA DEL CANFRANC. 8";50800;"Zuera";"Zaragoza";"España"
78200;"TARDIENTA";"41.9757949";"-0.5383496";"PLAZA ESTACION FERROCARRIL. S/N";22240;"Tardienta";"Huesca";"España"
78201;"GRAÑEN";"41.9379837";"-0.3692811";"CALLE RONDA DE ARAGON. S/N";22260;"Grañén";"Huesca";"España"
78203;"SARIÑENA";"41.8171171";"-0.1723288";"BARRIO ESTACION FERROCARRIL. S/N";22200;"Sariñena";"Huesca";"España"
78301;"MONZON-RIO CINCA";"41.9137896";"0.1969015";"PLAZA ESTACION FERROCARRIL. S/N";22400;"Monzón";"Huesca";"España"
78302;"BINEFAR";"41.8497659";"0.2913721";"AVENIDA DE ARAGON. S/N";22500;"Binéfar";"Huesca";"España"
78400;"LLEIDA-PIRINEUS";"41.6207709";"0.6327913";"PLAÇA BERENGUER IV. S/N";25007;"Lleida";"Lleida";"España"
78402;"BELL-LLOC D'URGELL";"41.6316563";"0.7815619";"CARRER DE L'ESTACIO. S/N";25220;"Bell-lloc d'Urgell";"Lleida";"España"
78403;"MOLLERUSSA";"41.6318261";"0.8969098";"PLAÇA L'ESTACIO FERROCARRIL. 4";25230;"Mollerussa";"Lleida";"España"
78404;"GOLMES";"41.6359096";"0.9308368";"PASSEIG L'ESTACIO FERROCARRIL. S/N";25241;"Golmés";"Lleida";"España"
78405;"CASTELLNOU DE SEANA";"41.6374776";"0.9677288";"CARRETERA LV-3443 - ESTACION FERROCARRIL. S/N";25265;"Castellnou de Seana";"Lleida";"España"
78406;"BELLPUIG";"41.6325588";"1.0129742";"AVINGUDA DE LLEIDA. S/N";25250;"Bellpuig";"Lleida";"España"
78407;"ANGLESOLA";"41.6463987";"1.0789872";"CARRETERA LV-3342 - ESTACION FEROCARRIL. S/N";25320;"Anglesola";"Lleida";"España"
78408;"TARREGA";"41.6502293";"1.1388073";"CARRE DEL SEGLE XX. S/N";25300;"Tàrrega";"Lleida";"España"
78500;"CERVERA";"41.6736697";"1.2747541";"PASSEIG DE L'ESTACIO FERROCARRIL. S/N";25200;"Cervera";"Lleida";"España"
78501;"SANT GUIM DE FREIXENET";"41.6559069";"1.4205931";"PLAÇA DE L'ESTACIO. S/N";25270;"Sant Guim de Freixenet";"Lleida";"España"
78502;"SANT MARTI SESGUEIOLES";"41.7012114";"1.4861976";"PASSEIG DELS GERMANS FOM. S/N";8282;"Sant Martí Sesgueioles";"Barcelona";"España"
78503;"CALAF";"41.7302307";"1.5151424";"AVENIDA JOSEP MIRO. 1";8280;"Calaf";"Barcelona";"España"
78504;"SEGUERS-SANT PERE SALLAVINERA";"41.747882";"1.5740043";"CARRETERA BV-3051 - ESTACION DE FERROCARRIL. S/N";8281;"Calaf";"Barcelona";"España"
78505;"AGUILAR DE SEGARRA";"41.738797";"1.6237134";"CARRETERA BV-3009 - ESTACION FERROCARRIL. 18";8256;"Aguilar de Segarra";"Barcelona";"España"
78506;"RAJADELL";"41.732411";"1.6986637";"CARRETERA BV-3012 - ESTACION FERROCARRIL. S/N";8256;"Rajadell";"Barcelona";"España"
79202;"SILS";"41.8076177";"2.7450842";"PLAÇA DE L'ESTACIO. S/N";17410;"Sils";"Girona";"España"
79203;"CALDES DE MALAVELLA";"41.8411429";"2.8007209";"AVENIDA DOCTOR FOREST. S/N";17455;"Caldes de Malavella";"Girona";"España"
79204;"RIUDELLOTS";"41.8962535";"2.8116032";"CARRER VEINAT DE L'ESTACIO. S/N";17457;"Riudellots de la Selva";"Girona";"España"
79205;"FORNELLS DE LA SELVA";"41.9350259";"2.8097539";"CARRER DE CATERINA ALBERT. S/N";17458;"Fornells de la Selva";"Girona";"España"
79300;"GIRONA";"41.9793402";"2.8168293";"PLAÇA DE ESPANYA. S/N";17002;"Girona";"Girona";"España"
79301;"CELRA";"42.0271891";"2.8749348";"CARRETERA DE JUIA. 45";17460;"Celrà";"Girona";"España"
79302;"BORDILS-JUIA";"42.0370471";"2.915295";"CARRER DE PALAMOS - ESTACION FERROCARRIL. S/N";17462;"Bordils";"Girona";"España"
79303;"FLAÇA";"42.0474159";"2.9574089";"PLAÇA ESTACIO DEL CARRILET. S/N";17463;"Flaçà";"Girona";"España"
79304;"SANT JORDI DESVALLS";"42.0683167";"2.9645106";"CARRER DE L'ESTACIO. S/N";17464;"Sant Jordi Desvalls";"Girona";"España"
79305;"CAMALLERA";"42.1223201";"2.9653807";"CARRER ESTACIO FERROCARRIL. S/N";17465;"Saus. Camallera i Llampaies";"Girona";"España"
79306;"SANT MIQUEL DE FLUVIA";"42.172094";"2.989598";"CARRETERA GI-622 - ESTACION FERROCARRIL. S/N";17475;"Sant Miquel de Fluvià";"Girona";"España"
79308;"VILAMALLA";"42.2163229";"2.9778522";"CARRETERA GIV-6227 - CAMI DE L'ESTACIO. S/N";17469;"Vilamalla";"Girona";"España"
79309;"FIGUERES";"42.2650808";"2.968814";"PLAÇA ESTACIO FERROCARRIL. S/N";17600;"Figueres";"Girona";"España"
79311;"VILAJUIGA";"42.3256095";"3.0873849";"PASSEIG DE L'ESTACIO. S/N";17493;"Vilajuïga";"Girona";"España"
79312;"LLANÇA";"42.366688";"3.149168";"PLAÇA L'ESTACIO FERROCARRIL. S/N";17490;"Llançà";"Girona";"España"
79314;"COLERA";"42.4067916";"3.154506";"CARRER PUJADA ESTACIO. S/N";17496;"Colera";"Girona";"España"
79315;"PORTBOU";"42.4246822";"3.1577348";"CALLE CLAUDI PLANAS. S/N";17497;"Portbou";"Girona";"España"
79316;"CERBERE";"42.4417955";"3.1639182";"RUE LAMARTINE";;"CERBERE";;"Francia"
80001;"ALTSASU-PUEBLO";"42.8933068";"-2.1674164";"CALLE VENTA ABAJO. 2";31800;"Altsasu/Alsasua";"Navarra";"España"
80003;"ETXARRI-ARANATZ";"42.9111083";"-2.0712153";"CARRETERA NA-120 - ESTACION FERROCARRIL. S/N";31820;"Etxarri Aranatz";"Navarra";"España"
80005;"UHARTE-ARAKIL";"42.920515";"-1.9747672";"CALLE ESTACION FERROCARRIL. S/N";31840;"Uharte Arakil";"Navarra";"España"
80100;"PAMPLONA";"42.8249954";"-1.6614366";"PLAZA ESTACION FERROCARRIL. S/N";31012;"Pamplona/Iruña";"Navarra";"España"
80108;"TAFALLA";"42.5257632";"-1.671436";"CARRETERA NA-132 - PASEO DE LAS RUEDAS. S/N";31300;"Tafalla";"Navarra";"España"
80109;"OLITE/ERRIBERRI";"42.4850493";"-1.6499102";"CALLE ESTACION DE FERROCARRIL. 25";31390;"Olite/Erriberri";"Navarra";"España"
80114;"MARCILLA DE NAVARRA";"42.3348238";"-1.7173764";"CARRETERA NA-128 - ESTACION DE FERROCARRIL. S/N";31340;"Marcilla";"Navarra";"España"
80115;"VILLAFRANCA DE NAVARRA";"42.28074";"-1.7456041";"AVENIDA MIGUEL DE CERVANTES. S/N";31330;"Villafranca";"Navarra";"España"
81002;"HARO";"42.5836452";"-2.8492747";"CALLE ESTACION FERROCARRIL. S/N";26200;"Haro";"Rioja. La";"España"
81100;"LOGROÑO";"42.4575947";"-2.4406833";"AVENIDA DE COLON. 83";26003;"Logroño";"Rioja. La";"España"
81102;"AGONCILLO";"42.4435948";"-2.2916232";"CALLE JOSE MARIA DE LA VEGA. S/N";26160;"Agoncillo";"Rioja. La";"España"
81105;"ALCANADRE";"42.4074871";"-2.1222005";"CALLE CARRETERA ESTACION. 49";26509;"Alcanadre";"Rioja. La";"España"
81106;"FECULAS-NAVARRA";"42.4111028";"-2.0981948";"CARRETERA NA-6540 - ESTACION FERROCARRIL. S/N";31580;"Lodosa";"Navarra";"España"
81108;"CALAHORRA";"42.3106137";"-1.9579207";"AVENIDA ESTACION FERROCARRIL. S/N";26500;"Calahorra";"Rioja. La";"España"
81109;"RINCON DE SOTO";"42.2301894";"-1.8477929";"CALLE ESTACION FERROCARRIL. 2";26550;"Rincón de Soto";"Rioja. La";"España"
81110;"ALFARO";"42.1864833";"-1.7481719";"AVENIDA DE LA VIA. S/N";26540;"Alfaro";"Rioja. La";"España"
81200;"CASTEJON DE EBRO";"42.1728476";"-1.6924327";"CALLE JERONIMO MARCO. 1";31590;"Castejón";"Navarra";"España"
81202;"TUDELA DE NAVARRA";"42.05945";"-1.5978474";"PLAZA ESTACION FERROCARRIL. S/N";31500;"Tudela";"Navarra";"España"
81203;"RIBAFORADA";"41.9970977";"-1.5152248";"CALLE PARLAMENTO NAVARRO. 45";31550;"Ribaforada";"Navarra";"España"
81205;"CORTES DE NAVARRA";"41.9148345";"-1.4203255";"CARRETERA NA-5200 - ESTACION FERROCARRIL. S/N";31530;"Cortes";"Navarra";"España"
81207;"LUCENI";"41.8262594";"-1.2438583";"AVENIDA FRANCISCO DE GOYA. 56";50640;"Luceni";"Zaragoza";"España"
81208;"PEDROLA";"41.8050062";"-1.2019686";"CALLE EDIFICIO DISEMINADOS. 18";50690;"Pedrola";"Zaragoza";"España"
81209;"CABAÑAS DE EBRO";"41.7881077";"-1.1677489";"CALLE ESTACION FERROCARRIL. S/N";50638;"Cabañas de Ebro";"Zaragoza";"España"
81210;"ALAGON";"41.7713963";"-1.1124662";"CALLE ESTACION DE FERROCARRIL. S/N";50630;"Alagón";"Zaragoza";"España"
82100;"SORIA";"41.7552817";"-2.4754959";"CALLE CARRETERA MADRID. S/N";42005;"Soria";"Soria";"España"
84101;"ALMAZAN-VILLA";"41.488985";"-2.52522";"AVENIDA ESTACION FERROCARRIL. 9";42200;"Almazán";"Soria";"España"
84103;"TARDELCUENDE";"41.5935589";"-2.6393367";"AVENIDA ESTACION FERROCARRIL. S/N";42294;"Tardelcuende";"Soria";"España"
84104;"QUINTANA REDONDA";"41.6396602";"-2.6096561";"CALLE ESTACION FERROCARRIL. S/N";42291;"Quintana Redonda";"Soria";"España"
87004;"LES AUBRAIS ORLEANS";"47.925019";"1.905508";"CANTON DE FLEURY LES AUBRAIS";;"LES AUBRAIS ORLEANS";;"Francia"
87011;"PARIS AUSTERLITZ";"48.839266";"2.368222";"55 QUAI D?AUSTERLITZ";;"PARIS";;"Francia"
87013;"PARIS GARE LYON";"48.844288";"2.37367";"PLACE LOUIS ARMAND";;"PARIS";;"Francia"
87078;"BEZIERS";"43.336225";"3.219231";"BOULEVARD DE VERDUN. 14";;"BEZIERS";;"Francia"
87079;"TOULOUSE MATABIAU";"43.611439";"1.454144";"BOULEVARD PIERRE SEMARD. 64";;"TOULOUSE";;"Francia"
87081;"POITIERS";"46.583303";"0.33036";"BOULEVARD GRAND CERF";;"POITIERS";;"Francia"
87088;"NARBONNE";"43.191027";"3.005967";"BOULEVARD FREDERIC MISTRAL";;"NARBONNE";;"Francia"
87089;"MARSEILLE ST CHARLES";"43.30349";"5.382236";"SQUARE NARVIK";;"MARSELLE CEDEX";;"Francia"
87173;"MONTPELLIER ST ROCH";"43.60583";"3.882376";"PLACE AUGUSTE GIBERT BP";;"MONTPELLIER";;"Francia"
87175;"SETE";"43.412808";"3.69641";"78 PLACE CAMBON";;"SETE";;"Francia"
87176;"CARCASSONNE";"43.218142";"2.351832";"AVENUE DU MARECHAL JOFFRE. 1";;"CARCASSONNE";;"Francia"
87287;"AGDE";"43.317424";"3.466125";"RUE DE LA DIGUE";;"AGDE";;"Francia"
87302;"NIMES";"43.832291";"4.365845";"BOULEVART SERGENT TRIAIRE";;"NIMES";;"Francia"
87303;"LYON PART DIEU";"45.760281";"4.859801";"PLACE CHALES BERAUDIER";;"LYON";;"Francia"
87374;"PERPIGNAN";"42.696073";"2.879632";"PLACE SALVADOR DALI";;"PERPIGNAN";;"Francia"
87546;"BLOIS";"47.581543";"1.321077";"PLACE DE LA GARE. 70";;"BLOIS";;"Francia"
87810;"VALENCE TGV RHONE ALPES SUD";"44.991545";"4.978703";"VALENCE CEDEX. 9";;"RHONE - ALPES";;"Francia"
87814;"AVIGNON TGV";"43.921938";"4.785813";"PLACE DE L' EUROPE";;"AVIGNON";;"Francia"
87912;"AIX EN PROVENCE TGV";"43.455268";"5.31723";"ROUTE DEPARTAMENTALE. 9";;"AIX EN PROVENCE";;"Francia"
92102;"TOLEDO";"39.8623647";"-4.0112049";"CALLE PASEO DE LA ROSA. S/N";45006;"Toledo";"Toledo";"España"
94002;"DAIMIEL";"39.0615172";"-3.6040492";"CALLE ESTACION FERROCARRIL. S/N";13250;"Daimiel";"Ciudad Real";"España"
94004;"ALMAGRO";"38.895438";"-3.709777";"PASEO ESTACION FERROCARRIL. S/N";13270;"Almagro";"Ciudad Real";"España"
